Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Founded Year,Total Raised ($B),Financial Stage,Investors Count
FinMind,2.46,2013-03-01,India,Bengaluru,Artificial intelligence,Google Ventures,2005,1.034,Series C,4
MetaLink,2.41,2013-02-19,United States,Palo Alto,Data management & analytics,"Index Ventures, Alibaba Group, Sequoia Capital",2005,0.653,Series D,15
Health Base,2.91,2013-02-14,United States,San Francisco,Fintech,"DST Global, Sequoia Capital, SoftBank Group",2005,1.314,Series B,12
OmniVertex,1.85,2013-02-11,Indonesia,Jakarta,Internet software & services,"Khosla Ventures, SoftBank Group, Benchmark, DST Global",2007,0.246,Pre-IPO,4
Techify66,7.18,2013-01-26,United States,Los Angeles,Consumer & retail,"SoftBank Group, Sequoia Capital, New Enterprise Associates, Tiger Global Management",2006,1.262,Series C,16
Pay Technologies,9.72,2013-01-18,United States,New York,Internet software & services,"Bessemer Venture Partners, Andreessen Horowitz, Founders Fund",2002,3.999,Series B,18
Shiftly88,2.91,2013-01-16,China,Shenzhen,E-commerce & direct-to-consumer,"Sequoia Capital, Khosla Ventures, Bessemer Venture Partners",2003,0.792,Series D,7
OmniFlow82,7.49,2012-11-30,United States,New York,E-commerce & direct-to-consumer,"Khosla Ventures, Index Ventures, Benchmark, Andreessen Horowitz",2000,0.763,Pre-IPO,16
OmniForge15,2.92,2012-11-25,Canada,Toronto,Cybersecurity,"Kleiner Perkins Caufield & Byers, General Atlantic",2002,0.896,Series C,4
Nova AI,1.75,2012-11-23,United States,New York,Fintech,Andreessen Horowitz,2006,0.839,Pre-IPO,5
Space Hub,39.77,2012-11-14,India,Bengaluru,Fintech,"Khosla Ventures, Tiger Global Management, Google Ventures, Tencent Holdings",2009,6.556,Series E,7
Payly21,1.49,2012-10-23,Brazil,Curitiba,Other,"SoftBank Group, Insight Partners, DST Global, Khosla Ventures",2004,0.231,Pre-IPO,11
TechWave85,20.36,2012-10-17,United Kingdom,London,Fintech,Bessemer Venture Partners,2001,6.237,Series D,8
CyberCore,16.57,2012-09-11,United States,Boston,Internet software & services,Bessemer Venture Partners,2002,1.685,Series D,1
CyberLink,1.48,2012-08-21,United Kingdom,Oxford,Internet software & services,"Tiger Global Management, SoftBank Group, DST Global, Bessemer Venture Partners",2001,0.158,Series E,11
Wave Networks81,6.77,2012-08-21,United States,New York,"Supply chain, logistics, & delivery","Benchmark, Tencent Holdings, DST Global",2003,0.736,Series B,8
Techify,17.96,2012-08-13,Brazil,Curitiba,Health,"Greylock Partners, Khosla Ventures, Google Ventures, Tiger Global Management",2001,5.659,Series F,8
OmniCore40,1.4,2012-08-07,Canada,Vancouver,Fintech,"Bessemer Venture Partners, Lightspeed Venture Partners",2005,0.3,Pre-IPO,16
Payly,2.26,2012-07-30,United States,Seattle,Data management & analytics,Alibaba Group,2001,0.293,Series D,15
PayBlock70,2.92,2012-07-24,Australia,Sydney,Fintech,"Tiger Global Management, Alibaba Group, Accel, Lightspeed Venture Partners",2001,0.761,Series F,16
Cloud Group,1.88,2012-07-08,Brazil,Sao Paulo,Hardware,Lightspeed Venture Partners,2004,0.46,Private Equity,2
Nex Systems,2.8,2012-06-27,United States,San Francisco,Data management & analytics,Khosla Ventures,2001,1.199,Series D,12
Vertex Hub32,2.51,2012-06-24,United States,Boston,Internet software & services,"Khosla Ventures, Greylock Partners",2008,0.485,Series D,17
NexCore,1.77,2012-06-11,United States,Chicago,Data management & analytics,"Sequoia Capital, Alibaba Group, Tiger Global Management",2004,0.348,Series D,6
Flowly28,9.21,2012-06-11,India,Bengaluru,"Supply chain, logistics, & delivery","Thrive Capital, Tencent Holdings",2002,2.878,Pre-IPO,14
Smart Labs,1.22,2012-06-10,United States,Chicago,E-commerce & direct-to-consumer,General Atlantic,2000,0.232,Series D,14
Tech Group1,4.35,2012-06-04,United States,Boston,Health,"DST Global, SoftBank Group, General Atlantic, Y Combinator",2005,1.506,Series F,6
Bio Dynamics,2.88,2012-06-04,United States,Seattle,Fintech,"Khosla Ventures, Insight Partners, DST Global",2004,0.841,Series C,11
Omni Networks42,2.17,2012-05-25,Singapore,Singapore,Data management & analytics,"New Enterprise Associates, Tencent Holdings",2006,0.995,Series E,12
SmartStream43,1.54,2012-05-19,United States,New York,Other,Benchmark,2000,0.476,Series E,8
Nova Solutions88,1.29,2012-05-13,Brazil,Curitiba,Other,"Tiger Global Management, Andreessen Horowitz, Greylock Partners, DST Global",2000,0.614,Series C,4
Cyber Labs82,1.51,2012-05-03,United States,San Francisco,Fintech,"Index Ventures, Thrive Capital, New Enterprise Associates, Accel",2008,0.418,Series C,15
Auto Group57,28.05,2012-04-30,India,Pune,Cybersecurity,"Alibaba Group, Greylock Partners, Coatue Management",2003,12.074,Series D,13
Shiftly92,2.99,2012-04-25,United States,Palo Alto,E-commerce & direct-to-consumer,"Y Combinator, Tiger Global Management, Index Ventures, Lightspeed Venture Partners",2009,0.865,Series C,15
Wave Hub14,2.1,2012-04-21,United States,Boston,"Supply chain, logistics, & delivery","SoftBank Group, Coatue Management, DST Global, Accel",2008,0.594,Series C,10
PayVertex27,2.27,2012-04-20,United States,San Francisco,Artificial intelligence,"Accel, Sequoia Capital, SoftBank Group, Tiger Global Management",2006,0.64,Series D,12
Bioio55,57.96,2012-04-04,United States,Palo Alto,Cybersecurity,"Sequoia Capital, Tencent Holdings, Benchmark",2008,25.135,Series B,15
Fin Solutions76,12.12,2012-03-23,United States,Chicago,Internet software & services,"Sequoia Capital, Tiger Global Management",2002,5.239,Series C,17
Spaceify,4.03,2012-03-21,Indonesia,Jakarta,Cybersecurity,"Accel, Kleiner Perkins Caufield & Byers, Google Ventures",2000,1.965,Private Equity,3
MetaSpace,2.77,2012-03-20,United Kingdom,London,Health,"Google Ventures, Khosla Ventures, DST Global",2001,0.732,Series F,16
Wave Technologies45,1.61,2012-03-18,United States,Palo Alto,"Supply chain, logistics, & delivery",Andreessen Horowitz,2009,0.659,Series E,7
NovaPulse,1.06,2012-03-18,United States,Palo Alto,Fintech,"Index Ventures, New Enterprise Associates",2009,0.34,Series C,4
Block Base,2.17,2012-03-14,United States,Boston,Internet software & services,"DST Global, Index Ventures",2000,0.515,Series C,13
PayCore5,2.11,2012-03-12,United States,Seattle,E-commerce & direct-to-consumer,"DST Global, Greylock Partners",2007,0.475,Series E,14
Meta Technologies,29.73,2012-03-10,United Kingdom,Oxford,Fintech,"Khosla Ventures, Tiger Global Management, New Enterprise Associates",2001,6.426,Pre-IPO,12
Cyber Systems83,2.11,2012-03-06,Germany,Munich,Health,Thrive Capital,2005,0.384,Series C,7
Shift Labs98,1.58,2012-03-02,United States,San Francisco,Fintech,Founders Fund,2002,0.231,Series D,10
Tech AI2,1.56,2012-02-28,United States,Austin,Fintech,"Google Ventures, Tiger Global Management, Tencent Holdings",2000,0.295,Series D,4
DataCore,2.4,2012-02-25,Canada,Vancouver,Artificial intelligence,"Benchmark, Tiger Global Management, Bessemer Venture Partners, Andreessen Horowitz",2003,0.945,Series E,12
Fin Networks12,2.94,2012-02-10,Germany,Munich,Internet software & services,"Tiger Global Management, Andreessen Horowitz, New Enterprise Associates, Benchmark",2009,0.895,Series D,16
Nova Base65,6.75,2012-02-02,United States,New York,Data management & analytics,"Alibaba Group, Khosla Ventures",2001,2.892,Series E,9
CyberWave60,1.56,2012-02-01,Israel,Tel Aviv,Artificial intelligence,Coatue Management,2004,0.665,Series D,15
Gridio,1.73,2012-01-26,United States,Chicago,Health,"Accel, Sequoia Capital, Founders Fund, Lightspeed Venture Partners",2006,0.666,Series D,17
Wave Labs,2.05,2012-01-25,United States,San Francisco,Internet software & services,"Tiger Global Management, Tencent Holdings, Bessemer Venture Partners",2007,0.892,Series D,16
Pulse Base,1.09,2012-01-05,Brazil,Curitiba,Consumer & retail,"Thrive Capital, Benchmark",2002,0.384,Series F,6
Cyber Systems39,1.8,2011-12-16,United States,Palo Alto,Fintech,Founders Fund,2001,0.304,Series C,4
NexWave,9.21,2011-12-11,United States,New York,Internet software & services,Kleiner Perkins Caufield & Byers,1999,1.766,Series C,9
Wave Group,1.75,2011-12-09,United States,Seattle,Health,"Benchmark, Google Ventures, Sequoia Capital",2008,0.863,Pre-IPO,3
Forge Group,2.36,2011-12-07,United States,Palo Alto,Health,"New Enterprise Associates, DST Global, Accel, Alibaba Group",2000,0.76,Private Equity,12
Cyber Dynamics,6.53,2011-11-30,United States,Austin,E-commerce & direct-to-consumer,"Bessemer Venture Partners, SoftBank Group",2006,1.896,Pre-IPO,3
AutoVertex16,1.79,2011-11-26,United States,Austin,Data management & analytics,"Alibaba Group, Index Ventures, Kleiner Perkins Caufield & Byers, Founders Fund",2000,0.235,Series F,10
DataShift15,2.73,2011-11-23,China,Shenzhen,Fintech,"Alibaba Group, Kleiner Perkins Caufield & Byers, Khosla Ventures, Bessemer Venture Partners",2002,0.481,Series F,14
Zenith Dynamics75,2.93,2011-11-18,Singapore,Singapore,Edtech,"Bessemer Venture Partners, Insight Partners",2001,1.383,Series E,2
NexZenith,2.08,2011-11-16,United Kingdom,Cambridge,Fintech,Tiger Global Management,2008,0.915,Pre-IPO,1
Stream Networks6,2.11,2011-11-06,Israel,Tel Aviv,Other,"Y Combinator, General Atlantic",2008,0.49,Series C,6
Wave Systems90,1.21,2011-11-01,United States,Chicago,E-commerce & direct-to-consumer,"Tiger Global Management, Coatue Management, Benchmark, Insight Partners",2006,0.138,Series F,4
Data AI94,2.24,2011-10-29,United States,Palo Alto,Artificial intelligence,"DST Global, Kleiner Perkins Caufield & Byers, SoftBank Group, Lightspeed Venture Partners",2002,0.625,Series D,14
Smart Labs44,2.96,2011-10-29,Singapore,Singapore,Fintech,"Y Combinator, New Enterprise Associates, Founders Fund",2003,0.92,Series E,11
Blockly,17.89,2011-10-26,United States,Los Angeles,Fintech,"Bessemer Venture Partners, Kleiner Perkins Caufield & Byers, Andreessen Horowitz",2003,4.634,Series D,16
Cloud Group89,1.36,2011-10-14,France,Paris,Cybersecurity,Coatue Management,2004,0.325,Series D,1
NovaShift,2.61,2011-09-26,United States,Palo Alto,E-commerce & direct-to-consumer,Alibaba Group,1999,0.367,Series D,5
Mind AI,1.69,2011-09-24,China,Shenzhen,Artificial intelligence,"SoftBank Group, Andreessen Horowitz",2002,0.585,Series D,2
FinLink4,6.98,2011-09-13,United States,Chicago,Auto & transportation,Accel,2005,2.475,Series E,16
NovaGrid,4.93,2011-08-27,China,Beijing,E-commerce & direct-to-consumer,"Tiger Global Management, Lightspeed Venture Partners",2002,1.456,Pre-IPO,9
Stream Labs,4.82,2011-08-25,United States,Chicago,Artificial intelligence,"Alibaba Group, Sequoia Capital, Greylock Partners",2007,1.159,Series E,9
Grid Base77,7.73,2011-08-23,France,Paris,Fintech,Kleiner Perkins Caufield & Byers,2004,1.222,Series E,12
Aero Networks,145.17,2011-08-17,United States,Chicago,Artificial intelligence,"Index Ventures, Y Combinator, Founders Fund, Coatue Management",2007,57.164,Series F,6
DataSpace17,6.67,2011-08-16,United States,San Francisco,Auto & transportation,"Khosla Ventures, Google Ventures",2003,1.927,Series F,17
CloudWave68,2.36,2011-07-29,United States,Boston,Health,"Accel, Tiger Global Management",1999,1.058,Series E,9
Flow Systems36,1.2,2011-07-19,Israel,Jerusalem,Data management & analytics,"Index Ventures, Greylock Partners, Tiger Global Management, Lightspeed Venture Partners",2002,0.389,Series D,19
Tech Networks,6.33,2011-07-16,United States,Los Angeles,Data management & analytics,Alibaba Group,2000,1.653,Series D,13
Smart Systems,8.88,2011-07-06,United States,Los Angeles,Internet software & services,"Khosla Ventures, General Atlantic, Thrive Capital, SoftBank Group",2000,4.084,Series D,15
Block Group51,1.61,2011-07-02,Sweden,Stockholm,Fintech,"Bessemer Venture Partners, DST Global, Andreessen Horowitz, Alibaba Group",2008,0.557,Series F,14
OmniShift,2.37,2011-06-21,United States,San Francisco,Cybersecurity,"Greylock Partners, Thrive Capital, SoftBank Group",2000,0.493,Series F,7
Wave Base,3.4,2011-05-30,United Kingdom,Oxford,Data management & analytics,"Lightspeed Venture Partners, Y Combinator, Founders Fund",1999,1.153,Pre-IPO,13
Fin AI,1.65,2011-05-17,Germany,Munich,Health,"New Enterprise Associates, Y Combinator, Tencent Holdings",1999,0.728,Series C,13
Aero Dynamics,2.44,2011-04-18,China,Hangzhou,Edtech,Khosla Ventures,2003,1.134,Series D,3
Cloudio80,1.79,2011-04-13,Sweden,Stockholm,Internet software & services,Thrive Capital,2005,0.867,Series E,11
DataStream33,23.91,2011-03-31,South Korea,Seoul,Internet software & services,"Kleiner Perkins Caufield & Byers, New Enterprise Associates",2002,11.388,Series D,3
CyberShift95,1.24,2011-03-24,United States,Chicago,"Supply chain, logistics, & delivery",Andreessen Horowitz,2002,0.363,Series D,10
NexPulse,5.28,2011-03-15,United States,New York,E-commerce & direct-to-consumer,"New Enterprise Associates, Benchmark, Google Ventures",1999,1.401,Series D,10
FinBlock,2.44,2011-03-08,China,Hangzhou,Health,"Google Ventures, Lightspeed Venture Partners, Tencent Holdings, Coatue Management",2008,1.115,Series D,7
AeroMind,1.2,2011-03-01,India,New Delhi,Cybersecurity,Khosla Ventures,2005,0.281,Series B,11
TechBlock90,2.27,2011-02-21,China,Hangzhou,Artificial intelligence,"Lightspeed Venture Partners, Founders Fund, General Atlantic",2007,0.847,Series D,3
Flow Group29,2.24,2011-01-28,Sweden,Stockholm,Artificial intelligence,"Sequoia Capital, Founders Fund, Bessemer Venture Partners, Lightspeed Venture Partners",2006,0.734,Series D,19
Autoify,1.2,2011-01-22,United States,Seattle,E-commerce & direct-to-consumer,"Khosla Ventures, Benchmark",2008,0.232,Series E,6
Meta Systems25,2.28,2011-01-07,China,Beijing,Other,"General Atlantic, Tiger Global Management",1999,0.743,Series E,17
Blockio47,1.24,2010-12-29,United States,Palo Alto,Data management & analytics,"Lightspeed Venture Partners, DST Global",2007,0.303,Series F,13
HealthShift,15.05,2010-11-30,United States,Los Angeles,Auto & transportation,Tiger Global Management,2001,4.465,Series F,2
Tech Hub70,16.63,2010-11-15,United States,Seattle,Internet software & services,"Index Ventures, Y Combinator, Thrive Capital, Tencent Holdings",1998,6.509,Series F,18
HealthPulse28,1.3,2010-11-08,Canada,Vancouver,Auto & transportation,"Insight Partners, Tiger Global Management, SoftBank Group, Tencent Holdings",2006,0.437,Series D,16
Health Hub30,28.05,2010-09-24,United States,Los Angeles,Fintech,"New Enterprise Associates, Founders Fund, Y Combinator",2002,10.64,Series E,7
BioShift48,6.02,2010-09-16,United States,Seattle,Data management & analytics,"Andreessen Horowitz, Benchmark",2001,2.313,Series C,9
Zenithio,95.75,2010-09-15,United States,Chicago,Data management & analytics,"Thrive Capital, DST Global, Alibaba Group, Google Ventures",2001,12.326,Series C,13
Nexify10,1.88,2010-09-11,United States,Seattle,Artificial intelligence,Founders Fund,2002,0.641,Pre-IPO,8
Data Systems,1.83,2010-08-07,Australia,Melbourne,Internet software & services,"Benchmark, Lightspeed Venture Partners",1998,0.213,Private Equity,5
Core Dynamics34,28.99,2010-08-06,Japan,Tokyo,Fintech,Bessemer Venture Partners,2002,11.665,Series B,10
Blockly14,7.6,2010-07-13,India,Gurugram,Artificial intelligence,"Coatue Management, Bessemer Venture Partners",2007,2.472,Pre-IPO,14
Omniio,1.93,2010-07-09,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","General Atlantic, Greylock Partners, Khosla Ventures, Thrive Capital",2002,0.392,Series D,6
Nova Base35,2.99,2010-07-09,Indonesia,Jakarta,Data management & analytics,"Accel, Coatue Management, Greylock Partners",2006,0.475,Pre-IPO,6
Nex AI,1.72,2010-07-05,Singapore,Singapore,Fintech,Khosla Ventures,1999,0.259,Series D,2
Pay Labs,24.09,2010-06-19,Canada,Vancouver,E-commerce & direct-to-consumer,"Benchmark, Bessemer Venture Partners, Founders Fund",2002,3.18,Series B,15
Smart Technologies72,2.29,2010-05-07,Canada,Montreal,Artificial intelligence,"DST Global, Andreessen Horowitz",2007,0.43,Series C,9
Shift Labs,1.92,2010-05-02,South Korea,Seoul,Hardware,"Greylock Partners, Andreessen Horowitz, Kleiner Perkins Caufield & Byers, Index Ventures",1998,0.749,Series D,14
DataBlock86,21.04,2010-04-29,France,Paris,Fintech,"DST Global, Coatue Management",2007,5.169,Series E,14
Wave Dynamics,1.77,2010-04-25,United States,Austin,Data management & analytics,"Y Combinator, Lightspeed Venture Partners, DST Global, Index Ventures",2006,0.457,Series C,5
Techify35,1.85,2010-04-20,United States,Seattle,Fintech,"Coatue Management, Y Combinator, Sequoia Capital",2006,0.773,Series E,4
Grid Group39,1.18,2010-03-20,United States,New York,Fintech,"Accel, Thrive Capital, Index Ventures, Bessemer Venture Partners",1998,0.388,Pre-IPO,9
Forge Group46,9.02,2010-02-21,Canada,Montreal,Fintech,"Lightspeed Venture Partners, Tencent Holdings",2005,1.446,Series E,16
Shift Labs57,2.77,2010-02-20,United States,Chicago,Hardware,"Y Combinator, Khosla Ventures",2001,0.524,Series D,8
CyberMind,1.54,2010-02-14,United States,Los Angeles,Internet software & services,"Tencent Holdings, General Atlantic, Bessemer Venture Partners",2006,0.31,Series F,15
Nex Base,1.62,2010-01-03,United States,Palo Alto,Artificial intelligence,"Sequoia Capital, Andreessen Horowitz",2004,0.8,Series E,4
FinCore,1.72,2009-12-29,United States,Seattle,Internet software & services,"Kleiner Perkins Caufield & Byers, DST Global, Benchmark",2005,0.724,Series C,18
Tech AI,9.63,2009-12-03,United States,New York,E-commerce & direct-to-consumer,"Tiger Global Management, New Enterprise Associates, Tencent Holdings, Thrive Capital",1999,4.61,Series F,9
Block Hub27,1.15,2009-10-24,China,Hangzhou,Fintech,Insight Partners,2006,0.423,Series D,15
Omniify77,2.87,2009-10-23,United States,Chicago,Health,Andreessen Horowitz,1999,1.009,Series C,10
Bioio54,1.6,2009-10-17,United States,New York,Fintech,"Y Combinator, Coatue Management, Benchmark",1998,0.277,Series E,16
Cloud AI63,1.1,2009-10-05,India,New Delhi,Other,"Lightspeed Venture Partners, Accel, Founders Fund",2000,0.191,Private Equity,12
